,t_99,t_98,t_97,t_96,t_95,t_94,t_93,t_92,t_91,t_90,t_89,t_88,t_87,t_86,t_85,t_84,t_83,t_82,t_81,t_80,t_79,t_78,t_77,t_76,t_75,t_74,t_73,t_72,t_71,t_70,t_69,t_68,t_67,t_66,t_65,t_64,t_63,t_62,t_61,t_60,t_59,t_58,t_57,t_56,t_55,t_54,t_53,t_52,t_51,t_50,t_49,t_48,t_47,t_46,t_45,t_44,t_43,t_42,t_41,t_40,t_39,t_38,t_37,t_36,t_35,t_34,t_33,t_32,t_31,t_30,t_29,t_28,t_27,t_26,t_25,t_24,t_23,t_22,t_21,t_20,t_19,t_18,t_17,t_16,t_15,t_14,t_13,t_12,t_11,t_10,t_9,t_8,t_7,t_6,t_5,t_4,t_3,t_2,t_1,t_0
t_69,1.1529296875,1.147265625,1.140625,1.1296875,1.1197265625,1.1080078125,1.096484375,1.0853515625,1.072265625,1.060546875,1.0470703125,1.0341796875,1.0208984375,1.0068359375,0.9900390625,0.972265625,0.9546875,0.9345703125,0.9142578125,0.893359375,0.86640625,0.8404296875,0.8083984375,0.77080078125,0.72958984375,0.68095703125,0.62802734375,0.55771484375,0.471484375,0.34833984375,0.0,0.349365234375,0.4796875,0.56884765625,0.63505859375,0.696875,0.74287109375,0.78662109375,0.8259765625,0.8626953125,0.8958984375,0.927734375,0.9541015625,0.977734375,1.0048828125,1.0267578125,1.0486328125,1.0658203125,1.0853515625,1.10546875,1.1224609375,1.1380859375,1.1529296875,1.16640625,1.178515625,1.191015625,1.2013671875,1.2125,1.221484375,1.2298828125,1.2357421875,1.2431640625,1.2505859375,1.2564453125,1.2623046875,1.2673828125,1.273046875,1.277734375,1.28359375,1.28828125,1.291796875,1.2953125,1.2986328125,1.3015625,1.3048828125,1.307421875,1.3095703125,1.3119140625,1.3140625,1.316015625,1.31796875,1.31953125,1.32109375,1.322265625,1.3234375,1.3248046875,1.3263671875,1.327734375,1.329296875,1.33046875,1.33125,1.33203125,1.3333984375,1.334375,1.335546875,1.33671875,1.3380859375,1.3392578125,1.341015625,1.344140625
t_68,1.1642578125,1.1591796875,1.153515625,1.142578125,1.133203125,1.122265625,1.11171875,1.1013671875,1.088671875,1.0775390625,1.065625,1.0525390625,1.0400390625,1.027734375,1.0125,0.9958984375,0.9798828125,0.96171875,0.9427734375,0.9240234375,0.899609375,0.8751953125,0.846484375,0.8125,0.77646484375,0.73349609375,0.6880859375,0.63017578125,0.56328125,0.478125,0.349365234375,0.0,0.35205078125,0.48212890625,0.56630859375,0.63828125,0.69404296875,0.7435546875,0.7873046875,0.82734375,0.8640625,0.898828125,0.928125,0.953515625,0.98203125,1.0052734375,1.028125,1.047265625,1.0677734375,1.0890625,1.1068359375,1.123046875,1.1384765625,1.1529296875,1.1654296875,1.17890625,1.1892578125,1.2009765625,1.210546875,1.2189453125,1.2251953125,1.2330078125,1.240625,1.246875,1.252734375,1.2580078125,1.264453125,1.26953125,1.2751953125,1.280078125,1.28359375,1.2873046875,1.290625,1.2935546875,1.297265625,1.3001953125,1.30234375,1.3048828125,1.3072265625,1.3091796875,1.3115234375,1.312890625,1.3142578125,1.3158203125,1.316796875,1.3185546875,1.319921875,1.3212890625,1.32265625,1.3240234375,1.3248046875,1.3259765625,1.3271484375,1.3283203125,1.3296875,1.33046875,1.33203125,1.3337890625,1.335546875,1.33828125
t_67,1.1736328125,1.1681640625,1.162890625,1.152734375,1.1435546875,1.1330078125,1.123046875,1.1138671875,1.10234375,1.09140625,1.080078125,1.06875,1.0568359375,1.0453125,1.0318359375,1.016796875,1.0021484375,0.985546875,0.96796875,0.9509765625,0.9294921875,0.9076171875,0.881640625,0.85078125,0.8177734375,0.78046875,0.74072265625,0.69267578125,0.63681640625,0.5712890625,0.4796875,0.35205078125,0.0,0.35341796875,0.4771484375,0.5693359375,0.637109375,0.69599609375,0.7447265625,0.79052734375,0.831640625,0.8693359375,0.9005859375,0.928515625,0.9595703125,0.9845703125,1.009765625,1.0296875,1.0515625,1.0728515625,1.09140625,1.1087890625,1.1244140625,1.139453125,1.1525390625,1.1662109375,1.177734375,1.18984375,1.1998046875,1.209375,1.215234375,1.2236328125,1.2314453125,1.237890625,1.244140625,1.249609375,1.2556640625,1.2609375,1.267578125,1.272265625,1.2759765625,1.2796875,1.28359375,1.2869140625,1.2904296875,1.2931640625,1.2958984375,1.2984375,1.30078125,1.302734375,1.3052734375,1.306640625,1.30859375,1.3095703125,1.3109375,1.3126953125,1.3142578125,1.3158203125,1.316796875,1.318359375,1.3193359375,1.3205078125,1.321484375,1.3228515625,1.32421875,1.3251953125,1.3267578125,1.3283203125,1.3302734375,1.3333984375
t_66,1.18359375,1.17890625,1.1740234375,1.1634765625,1.1552734375,1.1447265625,1.1359375,1.12734375,1.1162109375,1.106640625,1.09609375,1.085546875,1.0744140625,1.0640625,1.05078125,1.0369140625,1.02421875,1.0087890625,0.9927734375,0.9771484375,0.9572265625,0.9380859375,0.913671875,0.8859375,0.8564453125,0.8234375,0.78740234375,0.74560546875,0.6962890625,0.6412109375,0.56884765625,0.48212890625,0.35341796875,0.0,0.351708984375,0.48251953125,0.56943359375,0.63984375,0.69765625,0.74931640625,0.79541015625,0.8369140625,0.8705078125,0.9009765625,0.934375,0.9607421875,0.9880859375,1.009375,1.032421875,1.0548828125,1.0744140625,1.09296875,1.108984375,1.1248046875,1.13828125,1.153125,1.165234375,1.1775390625,1.187890625,1.19765625,1.2041015625,1.2130859375,1.2208984375,1.2279296875,1.2341796875,1.23984375,1.246484375,1.2521484375,1.2587890625,1.2638671875,1.267578125,1.271484375,1.2755859375,1.2787109375,1.2828125,1.286328125,1.2884765625,1.2916015625,1.2939453125,1.2962890625,1.2984375,1.2998046875,1.301171875,1.302734375,1.3041015625,1.305859375,1.3076171875,1.3091796875,1.3107421875,1.312109375,1.31328125,1.3142578125,1.315625,1.3169921875,1.318359375,1.31953125,1.3208984375,1.323046875,1.3248046875,1.327734375
t_65,1.1919921875,1.1873046875,1.1826171875,1.1728515625,1.16484375,1.1548828125,1.1462890625,1.1380859375,1.1275390625,1.118359375,1.108203125,1.0982421875,1.0876953125,1.078125,1.0654296875,1.0529296875,1.040625,1.026171875,1.0107421875,0.996484375,0.9779296875,0.9599609375,0.9373046875,0.911328125,0.884765625,0.8548828125,0.8224609375,0.78505859375,0.741015625,0.6943359375,0.63505859375,0.56630859375,0.4771484375,0.351708984375,0.0,0.36005859375,0.48642578125,0.57509765625,0.64423828125,0.7044921875,0.75703125,0.8037109375,0.84140625,0.8751953125,0.9109375,0.9384765625,0.9677734375,0.9908203125,1.0150390625,1.038671875,1.0591796875,1.0787109375,1.09609375,1.1119140625,1.1263671875,1.1412109375,1.15390625,1.1671875,1.1775390625,1.18828125,1.1955078125,1.2048828125,1.2126953125,1.21953125,1.2259765625,1.23203125,1.2388671875,1.2447265625,1.2515625,1.25703125,1.2609375,1.265234375,1.269140625,1.2728515625,1.2765625,1.280078125,1.282421875,1.2853515625,1.2880859375,1.2900390625,1.2923828125,1.2939453125,1.2955078125,1.2970703125,1.2984375,1.300390625,1.3021484375,1.3041015625,1.3052734375,1.3068359375,1.3080078125,1.3091796875,1.3103515625,1.3119140625,1.3134765625,1.3146484375,1.3162109375,1.3181640625,1.3203125,1.3234375
t_64,1.2005859375,1.1966796875,1.192578125,1.1833984375,1.1759765625,1.1662109375,1.15859375,1.15078125,1.1408203125,1.132421875,1.12265625,1.11328125,1.103125,1.0939453125,1.0826171875,1.0705078125,1.0595703125,1.046484375,1.0322265625,1.0193359375,1.001953125,0.9859375,0.96484375,0.9412109375,0.9171875,0.88984375,0.860546875,0.8271484375,0.78896484375,0.74736328125,0.696875,0.63828125,0.5693359375,0.48251953125,0.36005859375,0.0,0.35703125,0.4859375,0.57587890625,0.64609375,0.70908203125,0.7623046875,0.80537109375,0.8419921875,0.8810546875,0.91171875,0.9423828125,0.9677734375,0.99375,1.0189453125,1.0396484375,1.059765625,1.0783203125,1.0955078125,1.110546875,1.1263671875,1.1396484375,1.1537109375,1.1646484375,1.1755859375,1.1830078125,1.1927734375,1.201171875,1.20859375,1.2150390625,1.221875,1.22890625,1.2349609375,1.2423828125,1.2478515625,1.251953125,1.255859375,1.2603515625,1.2638671875,1.26796875,1.2712890625,1.2740234375,1.2771484375,1.2798828125,1.282421875,1.2845703125,1.2861328125,1.287890625,1.2896484375,1.291015625,1.29296875,1.2947265625,1.2962890625,1.298046875,1.2990234375,1.300390625,1.3017578125,1.303515625,1.3044921875,1.3064453125,1.3076171875,1.309375,1.311328125,1.313671875,1.3169921875
t_63,1.20703125,1.2029296875,1.1990234375,1.1900390625,1.1830078125,1.1734375,1.1658203125,1.1583984375,1.148828125,1.141015625,1.131640625,1.1228515625,1.1138671875,1.1046875,1.094140625,1.0826171875,1.072265625,1.06015625,1.0466796875,1.0345703125,1.0185546875,1.003125,0.9833984375,0.961328125,0.9400390625,0.9154296875,0.88828125,0.8578125,0.8244140625,0.787109375,0.74287109375,0.69404296875,0.637109375,0.56943359375,0.48642578125,0.35703125,0.0,0.3576171875,0.4890625,0.57919921875,0.6533203125,0.71494140625,0.76484375,0.80595703125,0.8486328125,0.88203125,0.9162109375,0.9427734375,0.9708984375,0.9982421875,1.020703125,1.0419921875,1.0615234375,1.0796875,1.0951171875,1.112109375,1.12578125,1.140234375,1.1521484375,1.163671875,1.1716796875,1.18203125,1.191015625,1.1986328125,1.20546875,1.2123046875,1.219921875,1.2263671875,1.233984375,1.2400390625,1.244140625,1.2482421875,1.252734375,1.2564453125,1.260546875,1.264453125,1.267578125,1.2701171875,1.273046875,1.2755859375,1.277734375,1.279296875,1.28125,1.2830078125,1.2841796875,1.286328125,1.2880859375,1.28984375,1.2916015625,1.2931640625,1.29453125,1.2958984375,1.2974609375,1.298828125,1.3005859375,1.301953125,1.30390625,1.3056640625,1.308203125,1.311328125
t_62,1.2154296875,1.212109375,1.2078125,1.199609375,1.1923828125,1.18359375,1.1763671875,1.1697265625,1.1603515625,1.1529296875,1.14453125,1.1361328125,1.12734375,1.119140625,1.1091796875,1.0982421875,1.0884765625,1.0763671875,1.0642578125,1.053515625,1.038671875,1.0236328125,1.0056640625,0.9859375,0.9658203125,0.94296875,0.9171875,0.8896484375,0.859765625,0.8259765625,0.78662109375,0.7435546875,0.69599609375,0.63984375,0.57509765625,0.4859375,0.3576171875,0.0,0.359521484375,0.49130859375,0.584375,0.65751953125,0.71669921875,0.76337890625,0.8115234375,0.84921875,0.8857421875,0.914453125,0.94453125,0.9744140625,0.9986328125,1.021484375,1.0423828125,1.06171875,1.0779296875,1.0953125,1.1103515625,1.125390625,1.1380859375,1.150390625,1.1587890625,1.169140625,1.1787109375,1.18671875,1.19375,1.2005859375,1.2083984375,1.215234375,1.2234375,1.2298828125,1.2341796875,1.2388671875,1.24296875,1.246875,1.2513671875,1.255078125,1.258203125,1.2611328125,1.2642578125,1.266796875,1.269140625,1.271484375,1.273046875,1.2751953125,1.2767578125,1.27890625,1.28046875,1.2826171875,1.284375,1.2859375,1.2873046875,1.2888671875,1.2904296875,1.291796875,1.293359375,1.2947265625,1.296875,1.2986328125,1.301171875,1.3044921875
t_61,1.2234375,1.219921875,1.2162109375,1.208203125,1.201171875,1.1927734375,1.1865234375,1.1794921875,1.1708984375,1.1634765625,1.1556640625,1.148046875,1.139453125,1.1314453125,1.122265625,1.112109375,1.102734375,1.0912109375,1.0796875,1.069921875,1.0564453125,1.042578125,1.0251953125,1.006640625,0.988671875,0.967578125,0.9439453125,0.91875,0.8923828125,0.8619140625,0.8259765625,0.7873046875,0.7447265625,0.69765625,0.64423828125,0.57587890625,0.4890625,0.359521484375,0.0,0.362890625,0.49580078125,0.58994140625,0.6615234375,0.71767578125,0.77119140625,0.812109375,0.8521484375,0.8841796875,0.916015625,0.9474609375,0.9740234375,0.9984375,1.0205078125,1.041015625,1.0583984375,1.0771484375,1.0931640625,1.10859375,1.121484375,1.134375,1.1431640625,1.1548828125,1.1646484375,1.1732421875,1.1810546875,1.18828125,1.19609375,1.20390625,1.2123046875,1.21875,1.2234375,1.2279296875,1.2326171875,1.23671875,1.241015625,1.245703125,1.2486328125,1.2521484375,1.2548828125,1.2580078125,1.260546875,1.2625,1.2640625,1.26640625,1.26796875,1.2703125,1.272265625,1.27421875,1.2759765625,1.2775390625,1.2791015625,1.28046875,1.2826171875,1.2837890625,1.285546875,1.287109375,1.2890625,1.29140625,1.29375,1.29765625
t_60,1.2322265625,1.2291015625,1.225390625,1.21796875,1.2111328125,1.202734375,1.196875,1.1908203125,1.182421875,1.1755859375,1.1681640625,1.1607421875,1.153125,1.1453125,1.136328125,1.1265625,1.11796875,1.10703125,1.096875,1.0880859375,1.075390625,1.0619140625,1.04609375,1.0291015625,1.01171875,0.9923828125,0.970703125,0.9482421875,0.9236328125,0.8955078125,0.8626953125,0.82734375,0.79052734375,0.74931640625,0.7044921875,0.64609375,0.57919921875,0.49130859375,0.362890625,0.0,0.3662109375,0.49931640625,0.59072265625,0.6607421875,0.72109375,0.76943359375,0.8146484375,0.8498046875,0.8845703125,0.91875,0.9470703125,0.9736328125,0.997265625,1.0185546875,1.0373046875,1.05703125,1.0736328125,1.091015625,1.1046875,1.11796875,1.1275390625,1.1400390625,1.1505859375,1.1599609375,1.1677734375,1.17578125,1.183984375,1.1919921875,1.20078125,1.2076171875,1.2123046875,1.2169921875,1.221875,1.226171875,1.2310546875,1.235546875,1.2388671875,1.2423828125,1.245703125,1.2484375,1.2509765625,1.2533203125,1.2552734375,1.2576171875,1.2591796875,1.2619140625,1.263671875,1.2654296875,1.2673828125,1.2693359375,1.2708984375,1.27265625,1.274609375,1.276171875,1.278125,1.2798828125,1.2818359375,1.2841796875,1.28671875,1.2904296875
t_59,1.240234375,1.2376953125,1.2341796875,1.2267578125,1.2201171875,1.2125,1.2072265625,1.2015625,1.1939453125,1.1873046875,1.18046875,1.1736328125,1.1662109375,1.158984375,1.1501953125,1.1412109375,1.1330078125,1.123046875,1.1130859375,1.105078125,1.0923828125,1.0798828125,1.065234375,1.049609375,1.0333984375,1.0154296875,0.9955078125,0.975,0.9517578125,0.925390625,0.8958984375,0.8640625,0.831640625,0.79541015625,0.75703125,0.70908203125,0.6533203125,0.584375,0.49580078125,0.3662109375,0.0,0.36884765625,0.50009765625,0.59052734375,0.66171875,0.71904296875,0.7697265625,0.809375,0.8482421875,0.8859375,0.91796875,0.9462890625,0.97109375,0.9947265625,1.0150390625,1.036328125,1.054296875,1.0724609375,1.0869140625,1.101953125,1.11171875,1.124609375,1.135546875,1.1453125,1.15390625,1.1623046875,1.17109375,1.1794921875,1.1884765625,1.195703125,1.2001953125,1.2056640625,1.2111328125,1.215625,1.220703125,1.2251953125,1.2287109375,1.232421875,1.2359375,1.2388671875,1.2416015625,1.2439453125,1.2462890625,1.248828125,1.2501953125,1.2529296875,1.2548828125,1.2568359375,1.259375,1.2609375,1.262890625,1.264453125,1.2666015625,1.268359375,1.2701171875,1.272265625,1.27421875,1.2765625,1.279296875,1.2826171875
t_58,1.248046875,1.245703125,1.2427734375,1.2353515625,1.22890625,1.221875,1.21640625,1.2107421875,1.2033203125,1.1974609375,1.191015625,1.1845703125,1.177734375,1.1708984375,1.1626953125,1.15390625,1.1455078125,1.136328125,1.1267578125,1.1193359375,1.107421875,1.09609375,1.0830078125,1.06875,1.05390625,1.0369140625,1.0185546875,1.0,0.9783203125,0.9537109375,0.927734375,0.898828125,0.8693359375,0.8369140625,0.8037109375,0.7623046875,0.71494140625,0.65751953125,0.58994140625,0.49931640625,0.36884765625,0.0,0.367236328125,0.50029296875,0.5943359375,0.6646484375,0.723828125,0.7701171875,0.8130859375,0.8546875,0.8884765625,0.91875,0.9455078125,0.9708984375,0.9923828125,1.01484375,1.034375,1.0533203125,1.06953125,1.0849609375,1.0955078125,1.109765625,1.12109375,1.130859375,1.1400390625,1.1490234375,1.1583984375,1.1671875,1.1759765625,1.183984375,1.1888671875,1.1939453125,1.1998046875,1.2044921875,1.2099609375,1.214453125,1.2181640625,1.2220703125,1.2259765625,1.2291015625,1.2314453125,1.234375,1.2365234375,1.2392578125,1.24140625,1.244140625,1.24609375,1.2482421875,1.25078125,1.25234375,1.254296875,1.2560546875,1.258203125,1.2603515625,1.2625,1.2642578125,1.26640625,1.26875,1.2708984375,1.275
t_57,1.254296875,1.251953125,1.2486328125,1.2416015625,1.2357421875,1.2283203125,1.2232421875,1.2181640625,1.2107421875,1.2048828125,1.1990234375,1.1931640625,1.1869140625,1.1798828125,1.1724609375,1.164453125,1.15703125,1.1486328125,1.13984375,1.1326171875,1.1212890625,1.1109375,1.0982421875,1.0853515625,1.0712890625,1.0552734375,1.0390625,1.0216796875,1.0009765625,0.978125,0.9541015625,0.928125,0.9005859375,0.8705078125,0.84140625,0.80537109375,0.76484375,0.71669921875,0.6615234375,0.59072265625,0.50009765625,0.367236328125,0.0,0.370166015625,0.5029296875,0.5931640625,0.66416015625,0.71962890625,0.76923828125,0.815234375,0.85234375,0.8853515625,0.9146484375,0.94296875,0.9662109375,0.990625,1.011328125,1.031640625,1.0486328125,1.0654296875,1.0765625,1.0912109375,1.1033203125,1.1134765625,1.1236328125,1.13359375,1.14296875,1.1521484375,1.16171875,1.1701171875,1.175,1.1806640625,1.1869140625,1.191796875,1.197265625,1.201953125,1.2060546875,1.2099609375,1.2140625,1.2173828125,1.2203125,1.2232421875,1.2263671875,1.22890625,1.2310546875,1.2337890625,1.2359375,1.2380859375,1.240625,1.2423828125,1.244921875,1.246484375,1.248828125,1.2505859375,1.252734375,1.2546875,1.2568359375,1.259375,1.26171875,1.2658203125
t_56,1.2615234375,1.2595703125,1.256640625,1.2494140625,1.2435546875,1.23671875,1.2322265625,1.2265625,1.219140625,1.213671875,1.208203125,1.2021484375,1.1962890625,1.1900390625,1.1830078125,1.1755859375,1.1689453125,1.1609375,1.152734375,1.14609375,1.1353515625,1.125390625,1.11328125,1.1009765625,1.0876953125,1.073046875,1.0572265625,1.0408203125,1.0212890625,1.0,0.977734375,0.953515625,0.928515625,0.9009765625,0.8751953125,0.8419921875,0.80595703125,0.76337890625,0.71767578125,0.6607421875,0.59052734375,0.50029296875,0.370166015625,0.0,0.37080078125,0.5029296875,0.59453125,0.6623046875,0.72109375,0.773046875,0.8150390625,0.851171875,0.883203125,0.914453125,0.9400390625,0.96640625,0.98828125,1.009765625,1.028125,1.0453125,1.0576171875,1.0728515625,1.0857421875,1.097265625,1.1078125,1.11796875,1.1283203125,1.137890625,1.1478515625,1.15625,1.16171875,1.1677734375,1.1744140625,1.1796875,1.18515625,1.190234375,1.194140625,1.1990234375,1.202734375,1.20625,1.2095703125,1.2125,1.2154296875,1.21875,1.22109375,1.2240234375,1.2259765625,1.22890625,1.231640625,1.23359375,1.2357421875,1.2376953125,1.23984375,1.241796875,1.244140625,1.2458984375,1.2484375,1.2509765625,1.2537109375,1.2580078125
t_55,1.2705078125,1.2685546875,1.266015625,1.258984375,1.253515625,1.2466796875,1.242578125,1.237109375,1.2298828125,1.225,1.21953125,1.2142578125,1.2083984375,1.202734375,1.19609375,1.1890625,1.183203125,1.176171875,1.168359375,1.1623046875,1.15234375,1.142578125,1.13125,1.1197265625,1.1076171875,1.0931640625,1.0787109375,1.0630859375,1.044921875,1.0251953125,1.0048828125,0.98203125,0.9595703125,0.934375,0.9109375,0.8810546875,0.8486328125,0.8115234375,0.77119140625,0.72109375,0.66171875,0.5943359375,0.5029296875,0.37080078125,0.0,0.371875,0.502734375,0.59228515625,0.66318359375,0.722265625,0.77197265625,0.8125,0.8486328125,0.8828125,0.9111328125,0.93984375,0.9634765625,0.986328125,1.0056640625,1.02421875,1.037109375,1.053125,1.0666015625,1.0787109375,1.0904296875,1.1009765625,1.1119140625,1.1220703125,1.13203125,1.1412109375,1.1474609375,1.153515625,1.1599609375,1.165625,1.171484375,1.1767578125,1.18125,1.1859375,1.1900390625,1.19375,1.1970703125,1.2001953125,1.203515625,1.20703125,1.209375,1.2125,1.2154296875,1.2177734375,1.2208984375,1.22265625,1.225,1.2271484375,1.2294921875,1.231640625,1.2341796875,1.2361328125,1.2388671875,1.2416015625,1.24453125,1.2486328125
t_54,1.277734375,1.2755859375,1.273046875,1.2666015625,1.2607421875,1.254296875,1.250390625,1.244921875,1.2384765625,1.2337890625,1.2283203125,1.2232421875,1.2181640625,1.2126953125,1.2060546875,1.1994140625,1.194140625,1.187109375,1.1802734375,1.174609375,1.165234375,1.1560546875,1.145703125,1.134765625,1.1232421875,1.109765625,1.0962890625,1.0814453125,1.0642578125,1.0453125,1.0267578125,1.0052734375,0.9845703125,0.9607421875,0.9384765625,0.91171875,0.88203125,0.84921875,0.812109375,0.76943359375,0.71904296875,0.6646484375,0.5931640625,0.5029296875,0.371875,0.0,0.372021484375,0.50400390625,0.59482421875,0.66591796875,0.72353515625,0.77021484375,0.8115234375,0.8486328125,0.8796875,0.910546875,0.9361328125,0.960546875,0.98125,1.0005859375,1.015625,1.0322265625,1.046875,1.059765625,1.0720703125,1.0833984375,1.09453125,1.1052734375,1.1162109375,1.125390625,1.131640625,1.1384765625,1.1455078125,1.1513671875,1.1576171875,1.16328125,1.1677734375,1.17265625,1.176953125,1.18046875,1.183984375,1.1875,1.1908203125,1.19453125,1.1974609375,1.2005859375,1.203515625,1.2064453125,1.2095703125,1.2119140625,1.214453125,1.2162109375,1.21875,1.22109375,1.223828125,1.2259765625,1.2283203125,1.23125,1.234765625,1.2392578125
t_53,1.284375,1.282421875,1.280078125,1.273828125,1.2681640625,1.2625,1.25859375,1.25390625,1.2474609375,1.24296875,1.2380859375,1.2328125,1.2279296875,1.2228515625,1.2162109375,1.2103515625,1.2052734375,1.1994140625,1.19296875,1.187890625,1.17890625,1.1705078125,1.1603515625,1.150390625,1.1392578125,1.1267578125,1.1134765625,1.0998046875,1.083984375,1.066015625,1.0486328125,1.028125,1.009765625,0.9880859375,0.9677734375,0.9423828125,0.9162109375,0.8857421875,0.8521484375,0.8146484375,0.7697265625,0.723828125,0.66416015625,0.59453125,0.502734375,0.372021484375,0.0,0.3712890625,0.5041015625,0.5953125,0.6654296875,0.72060546875,0.7666015625,0.80888671875,0.8439453125,0.878125,0.9056640625,0.931640625,0.9546875,0.97578125,0.9916015625,1.009765625,1.0251953125,1.038671875,1.0521484375,1.064453125,1.0759765625,1.0873046875,1.09921875,1.1087890625,1.115625,1.12265625,1.1298828125,1.1365234375,1.14296875,1.1490234375,1.1541015625,1.158984375,1.1634765625,1.1673828125,1.1705078125,1.1740234375,1.178125,1.18203125,1.1853515625,1.1888671875,1.1919921875,1.1951171875,1.1984375,1.2005859375,1.203125,1.20546875,1.2080078125,1.21015625,1.212890625,1.215234375,1.2181640625,1.2212890625,1.2244140625,1.229296875
t_52,1.2908203125,1.2890625,1.2869140625,1.2806640625,1.2751953125,1.2697265625,1.26640625,1.2615234375,1.25546875,1.2513671875,1.2466796875,1.2421875,1.2369140625,1.232421875,1.22578125,1.2208984375,1.216015625,1.2103515625,1.20390625,1.19921875,1.190625,1.183203125,1.1732421875,1.1638671875,1.1533203125,1.141015625,1.1283203125,1.115234375,1.1001953125,1.0830078125,1.0658203125,1.047265625,1.0296875,1.009375,0.9908203125,0.9677734375,0.9427734375,0.914453125,0.8841796875,0.8498046875,0.809375,0.7701171875,0.71962890625,0.6623046875,0.59228515625,0.50400390625,0.3712890625,0.0,0.368896484375,0.501171875,0.59326171875,0.662109375,0.71669921875,0.76455078125,0.8048828125,0.8427734375,0.87421875,0.9029296875,0.928515625,0.9513671875,0.9689453125,0.9876953125,1.00390625,1.018359375,1.0328125,1.0453125,1.0576171875,1.0697265625,1.0822265625,1.0921875,1.09921875,1.107421875,1.11484375,1.121875,1.1287109375,1.13515625,1.140234375,1.1451171875,1.1498046875,1.15390625,1.1578125,1.161328125,1.1654296875,1.16953125,1.17265625,1.1765625,1.1798828125,1.1828125,1.186328125,1.188671875,1.19140625,1.19375,1.196484375,1.198828125,1.201953125,1.2044921875,1.2072265625,1.210546875,1.2140625,1.219140625
t_51,1.295703125,1.294140625,1.2921875,1.286328125,1.2810546875,1.2759765625,1.27265625,1.268359375,1.262109375,1.2580078125,1.2541015625,1.25,1.2455078125,1.241015625,1.2353515625,1.2302734375,1.2263671875,1.221484375,1.215234375,1.2109375,1.202734375,1.1958984375,1.1865234375,1.1775390625,1.1669921875,1.155859375,1.1435546875,1.13203125,1.1177734375,1.1015625,1.0853515625,1.0677734375,1.0515625,1.032421875,1.0150390625,0.99375,0.9708984375,0.94453125,0.916015625,0.8845703125,0.8482421875,0.8130859375,0.76923828125,0.72109375,0.66318359375,0.59482421875,0.5041015625,0.368896484375,0.0,0.36865234375,0.50087890625,0.5900390625,0.65615234375,0.71220703125,0.75849609375,0.80068359375,0.8359375,0.8681640625,0.89609375,0.9220703125,0.940625,0.9615234375,0.9791015625,0.9953125,1.0107421875,1.023828125,1.03671875,1.049609375,1.062890625,1.0732421875,1.08046875,1.0892578125,1.0970703125,1.104296875,1.1119140625,1.11875,1.1236328125,1.12890625,1.1341796875,1.13828125,1.1423828125,1.1466796875,1.15078125,1.155078125,1.1587890625,1.1625,1.166015625,1.1689453125,1.17265625,1.1751953125,1.1783203125,1.1806640625,1.1837890625,1.1859375,1.1890625,1.1919921875,1.194921875,1.1982421875,1.20234375,1.2076171875
t_50,1.303125,1.3017578125,1.3,1.294140625,1.2888671875,1.283984375,1.280859375,1.2763671875,1.2708984375,1.2673828125,1.2634765625,1.2591796875,1.255078125,1.25078125,1.2455078125,1.24140625,1.2373046875,1.2328125,1.226953125,1.2236328125,1.2158203125,1.209375,1.200390625,1.1921875,1.1826171875,1.171875,1.160546875,1.1494140625,1.136328125,1.120703125,1.10546875,1.0890625,1.0728515625,1.0548828125,1.038671875,1.0189453125,0.9982421875,0.9744140625,0.9474609375,0.91875,0.8859375,0.8546875,0.815234375,0.773046875,0.722265625,0.66591796875,0.5953125,0.501171875,0.36865234375,0.0,0.36943359375,0.4986328125,0.58408203125,0.65283203125,0.70810546875,0.7564453125,0.79541015625,0.830859375,0.862109375,0.8900390625,0.9107421875,0.933984375,0.9521484375,0.9703125,0.987109375,1.0005859375,1.0146484375,1.0279296875,1.0419921875,1.053125,1.0609375,1.0703125,1.07890625,1.0865234375,1.09453125,1.1013671875,1.1072265625,1.112890625,1.118359375,1.1228515625,1.1271484375,1.13125,1.135546875,1.13984375,1.14375,1.14765625,1.1513671875,1.1546875,1.158984375,1.16171875,1.1650390625,1.1677734375,1.1705078125,1.1732421875,1.1765625,1.1798828125,1.182421875,1.1865234375,1.1904296875,1.1958984375
